"","39330_S0","39330_S3","48234_S0","48234_S3","49407_S0","49407_S3","49461_S0","49461_S3","49523_S0","49523_S3","49782_S0","49782_S3","50262_S3","50861_S0","50861_S3","51684_S0","51684_S3","51686_S0","52441_S0","52558_S0","52558_S3","52898_S0","52898_S3","53191_S0","53191_S3","53620_S0","53620_S3","53950_S0","54949_S0","54949_S3","54952_S0","54953_S3","55472_S0","55472_S3"
"Fges-Angiogenesis",0.209878476105271,0.244894256815527,0.197813066925122,0.183694922836055,0.141054698178384,0.131772658366262,0.181614851263699,0.145140286786451,0.0693903924053779,0.0733914858719152,0.153279157036706,0.112284102487636,0.172891970476403,0.127304356470091,0.115599294217053,0.181888217898059,0.202818161485126,0.117746464872387,0.271547503665598,0.202917567533984,0.211138447774547,0.101528368001193,0.118248465419121,0.192054971545018,0.149596162926514,0.123457342379284,0.200362832078332,0.179999502969756,0.226536444742663,0.18569049926688,0.151755759337956,0.200116802107408,0.148987300877258,0.185837123188946
"Fges-Endothelium",0.213454586113078,0.233491111028288,0.236226752636875,0.214997577429093,0.186783943945436,0.216372852297715,0.357187581528829,0.24360254929,0.102448660131937,0.172531772949201,0.322179568409675,0.24538407066453,0.291670083112817,0.213409861727107,0.188740635831687,0.352122544817562,0.383828407439156,0.193093809399575,0.375505944616302,0.328847228951586,0.352662964481383,0.253367373560434,0.240579926204763,0.322850434199247,0.275468674294659,0.274827624762402,0.319544556669524,0.18799522939883,0.283768774924528,0.22032350639186,0.197368715292013,0.292262681226939,0.287626253214565,0.31755059446163
"Fges-Tumor proliferation rate",0.19084221774895,0.297465145754119,0.306038917468128,0.373600238574517,0.32951117075474,0.101038793210567,0.258793707597107,0.228686100549218,0.195700688386888,0.316913939213201,0.275444220780835,0.202244091552971,0.267071746315763,0.279209224881334,0.327443524938492,0.156907477820025,0.0964039861825592,0.167230795993936,0.245719327021049,0.196913442182957,0.130917766346082,0.310196575461617,0.342712294043092,0.189708988791968,0.316546136832426,0.220621784835607,0.193670319838962,0.282074604239668,0.199413504311737,0.23575884092547,0.241268421183429,0.178272322870847,0.281609880961256,0.237605308283009
"Fges-EMT",0.0415677338983592,0.0867396373470757,0.159243603530702,0.164412951585941,0.121929535024862,0.052710314206923,0.0584759207402124,0.0279336449493713,-0.0273054440528541,0.0218379667585898,0.0267890416209713,0.0253888989448354,0.0733025266453008,0.0865426590998626,0.0955610685803724,0.0481372246297341,0.0860901415049138,0.10965299886072,0.125853128759889,0.110068250300791,0.12778032134073,0.0626284351409193,0.0564688721132039,0.0801382041972337,0.0257562367572056,0.025474078727414,0.0661580723815203,0.102412717341539,0.160303027076523,0.184078833888776,0.0947838030643426,0.0978130090822943,0.0172276110265228,0.0560057070454327
"MP_1_Cell_Cycle",0.188170699751982,0.275809562403642,0.303953053302539,0.358697539929677,0.322324361216568,0.0831050694389431,0.235359626083936,0.180830707917685,0.195637899829983,0.287298675815504,0.263345439698722,0.167203429595188,0.253439954662068,0.250246037501295,0.311520801213887,0.140971109255885,0.0765778392575305,0.156121839598784,0.23548607260163,0.178643030816387,0.113004338791354,0.322961925887106,0.305991432105837,0.164124533061956,0.270583360247652,0.206593805034704,0.16580718581849,0.271225495274252,0.185163405463708,0.229617735419041,0.242577741756601,0.161548375695456,0.246645358651075,0.207890262704066
"MP_2_Cellular_Stress",0.358153248982943,0.357192954627452,0.356678983316538,0.344207597755633,0.333401759165951,0.31812180420259,0.334253971808557,0.323716393585389,0.288224380746215,0.321927213575685,0.36061657895719,0.306394549571406,0.341321271725202,0.324994712549298,0.340841513330596,0.272638064668632,0.328232498538175,0.322730439542667,0.325519569788129,0.333568935916097,0.360830409684122,0.35999763619851,0.333023861953993,0.339850893890195,0.302088387514152,0.332145989624156,0.328867770188731,0.327934690653031,0.355504080667836,0.404307250650045,0.320145809228779,0.320442061981363,0.313281454111148,0.299260378954702
"MP_3_Cytoskeleton_Organisation",0.306302764923455,0.290967972002455,0.335414075069247,0.330960674064122,0.314311422932113,0.253379443034615,0.286615746960575,0.220793319069181,0.351017564810668,0.257071536381881,0.285904197973163,0.240169345341759,0.323134464513775,0.323073924798063,0.311734753114064,0.258541075782455,0.26232522267005,0.327091937436765,0.273551608034367,0.308140518485346,0.279137018792191,0.329743245260487,0.229248146489526,0.291626445074721,0.230484649450167,0.3116758720207,0.256287008011146,0.306030750858337,0.313959794994278,0.31669735118011,0.310159891194374,0.256136902688627,0.252486274900068,0.250898144001592
"MP_4_Hypoxia",0.311743986934875,0.308763353056959,0.38863870421265,0.337846813852445,0.268494707527681,0.212362356109957,0.192086733170426,0.242851963120274,0.168224904174868,0.204430503165733,0.25227299041444,0.190847404951828,0.253326457486548,0.2505674858776,0.262928775571142,0.189326238109457,0.203428833462319,0.27652406140121,0.258775845363526,0.294298937849251,0.245608649551191,0.201608308297939,0.20798090809928,0.232788800799508,0.18289574713134,0.267671281710654,0.225054234891926,0.333715211973114,0.309577638161864,0.30228868197025,0.281933077799648,0.232865735126538,0.207254983211559,0.178601897611837
"MP_5_ECM",0.311861618084325,0.386727254631185,0.38590303437465,0.365466259843989,0.346772788912527,0.292596635937247,0.305745281727814,0.29240068923475,0.231542909217582,0.270535525448189,0.317199610594807,0.265714614513741,0.316827933913087,0.336031488324065,0.346580730041429,0.264093388820463,0.275613033254955,0.319910206646015,0.322442740019159,0.364326347677876,0.317766456412745,0.27556482414561,0.250880205028677,0.305459137336867,0.24742314534891,0.328779127632839,0.289371291008846,0.313838191567449,0.428858905933142,0.404682037596885,0.266981269983453,0.313465737319449,0.256162990333296,0.242164464598962
"MP_6_De-differentiation",0.264574865479187,0.241937891908032,0.308676516291796,0.271196549685864,0.222471983717345,0.0435052193466219,0.12643890043327,0.0647314763468839,0.159028586053711,0.0897473202478961,0.14750824187543,0.0618567223843852,0.229356463397542,0.178243886387042,0.177014460606578,0.10010527053461,0.080190705723914,0.28997233411131,0.0953063966703432,0.234943723682366,0.142743645681623,0.14636793803816,0.0235144819349059,0.218781421197921,0.089076239632909,0.262189139615237,0.174416974911792,0.344645218493489,0.29542857752238,0.28811829300248,0.293682701506999,0.0524151284879434,0.0985391618576364,0.059029195434519
"MP_7_Pigmentation",0.106643926606175,0.0841059774163473,0.271527138774291,0.27936529941926,0.222343252021621,0.0854542324544031,0.201063674200645,0.1561081285306,0.356458065459686,0.164401801329669,0.194213472190907,0.108609941438504,0.293189864778399,0.321945783389498,0.283632488528406,0.118024874924589,0.0670867331704256,0.248171095849507,0.0681828568991047,0.205162521861536,0.0442585663707107,0.193501258371369,0.0378760641312362,0.228131607973139,0.0842011931676223,0.21176744809599,0.135706059073376,0.193101352216013,0.148803937818782,0.131586644810208,0.145241345269072,0.0577723475176872,0.133850494512526,0.0700414683639954
"MP_8_MHC_IFN",0.258422415942598,0.301773658440521,0.25017509477352,0.285019351744357,0.216365524831695,0.329675268677173,0.342236035695511,0.320263825340383,0.241162279900708,0.366465023131568,0.30110345440945,0.307744350513532,0.297471329719737,0.356330172363136,0.37435580210876,0.30477528312944,0.305656712601583,0.247072621847699,0.286437579705841,0.309358716384583,0.27917412440702,0.266143261670206,0.357714254858582,0.314131934904448,0.351463252331818,0.299608994709835,0.311429678603816,0.236710664026084,0.281827941790715,0.297941425438213,0.135033406971075,0.337557312767705,0.336372544504248,0.310232999131276
"MP7 Stress (in vitro)",0.335423402212595,0.333046100818613,0.365622678250958,0.370654618732762,0.350626087723524,0.327386545983777,0.30746996780508,0.337830388069221,0.337040781362907,0.321117187473496,0.347812848792436,0.31564591694457,0.343064182897,0.331586473384063,0.342439961053985,0.305066374458471,0.320671072406341,0.329469547133838,0.308973697869843,0.325238239015901,0.316245543089966,0.34471633527498,0.324579243945218,0.329295680995498,0.318378583762769,0.351091709723273,0.331438051070846,0.343412763301184,0.332460892840786,0.373344879175756,0.31075985439347,0.319222470629345,0.318158918739208,0.315304969687923
"MP8 Proteasomal degradation",0.263874435444739,0.289927214363032,0.304578403195103,0.321850621477362,0.29346571609869,0.284403717666381,0.261130230301221,0.273842708372215,0.261607256168116,0.282102198499496,0.274615355903102,0.25663095815759,0.278047105371207,0.299082527714531,0.309277742525475,0.239004889701765,0.237873912881192,0.281222052181703,0.242902467246463,0.258331529244896,0.262619536411482,0.277183382479191,0.299036990033967,0.258415885931843,0.276963905789258,0.267568959725281,0.25437497667127,0.304874024859095,0.277608898510694,0.286411854727334,0.256556306222239,0.273872569146355,0.267878018737636,0.256733231309022
"MP9 Unfolded protein response",0.367822285671631,0.385980013436345,0.401987770437552,0.408590085718907,0.351513610520161,0.362703566852039,0.37223575187549,0.364553397031563,0.322330770474875,0.365408719939288,0.332998202266761,0.335903189887906,0.363532452506252,0.378659226912502,0.397445228231254,0.337018219933067,0.327009386780129,0.376101811418405,0.371594259694696,0.381122556886749,0.37214244392192,0.342447965264559,0.387817402555394,0.392796937010911,0.33442970178778,0.386793347764964,0.336508914019831,0.406695934261436,0.395453103422536,0.388429347217557,0.330576860871621,0.385831498276913,0.340806522848008,0.3385951243484
"MP10 Protein maturation",0.388848940591465,0.402456414037696,0.392868568747296,0.393535840732232,0.390709075508376,0.374840037537858,0.335457279358444,0.377877039140529,0.36207884168896,0.36336692037221,0.358600800726382,0.344227792639899,0.39284724041901,0.39083933065612,0.401950627966923,0.322581824608016,0.323327554372003,0.38803313203454,0.356001029853566,0.377643950981408,0.367618113235142,0.346577717381369,0.330885399845217,0.396246823602537,0.342708910975558,0.404694365055667,0.36465423732945,0.408528132065009,0.407808300985369,0.39974086081133,0.354971176287774,0.368040109444793,0.327986270650392,0.308905795820866
"MP11 Translation initiation",0.32970592625765,0.319591647177854,0.308862848518021,0.329122091191057,0.323827768655355,0.304502330364399,0.259609228574746,0.327937834834387,0.349604418569936,0.308211009935148,0.326277553863761,0.315682274302964,0.3054162312783,0.33388565457531,0.329243999933655,0.302582474996268,0.293496541772404,0.314661392247599,0.276859730308006,0.277036373588098,0.289550679205852,0.337835663697733,0.32010582010582,0.308293111741388,0.332122539019091,0.280397571776882,0.321922011577184,0.326640792158034,0.311715678957058,0.321244464347913,0.312583138445207,0.299774427360634,0.312846030087409,0.318563301321922
"MP12 EMT-I",0.335453756578211,0.36891165602956,0.363073688401199,0.363302292887446,0.332603198596648,0.382585159058958,0.391752665497207,0.359236398810635,0.20427443735304,0.319141971161622,0.328958745443462,0.34794380372983,0.385789509697807,0.339767694298262,0.354711740628771,0.363205874668757,0.406017896465495,0.311014070839398,0.436185912987223,0.418508721183394,0.429120945769417,0.289739857425447,0.356998563057515,0.374376391843641,0.321977755383869,0.365385392950895,0.381077458042523,0.336596001443163,0.398477058684482,0.405709980218714,0.256777267694298,0.41031783799251,0.316324848530089,0.359460337899203
"MP13 EMT-II",0.196966091889673,0.285020030107366,0.254862121947275,0.249480585725127,0.161713569464661,0.19949084960002,0.196927991141965,0.214084213538362,0.0857570074273131,0.195933483870165,0.191843485238682,0.172896527700021,0.210357338359522,0.216944879881561,0.237925173241767,0.173101027631595,0.213696207964767,0.1816596996728,0.264181253810075,0.267545783102552,0.266608038169174,0.16084658306274,0.183899868124759,0.27168165814454,0.200768390997649,0.228086627104094,0.222065153833713,0.220345177222906,0.299388677390861,0.310507097625002,0.151460580499882,0.249869368865002,0.160960107739584,0.152970614215156
"MP14 EMT-III ",0.283716278389528,0.316645693810519,0.285980889817856,0.281117269242723,0.272420643384257,0.25272850256854,0.258255586498559,0.27379479710666,0.213025057738832,0.258767466377414,0.279298267530362,0.263877124453842,0.289110821993772,0.28349385439455,0.297417444135014,0.270653439040591,0.284939610361911,0.242029299029256,0.273325573884376,0.284410210784822,0.291428754242814,0.240774736290455,0.255239913224173,0.364038000987197,0.323633768228104,0.277770245153899,0.303436603067623,0.293389436993071,0.319310211394202,0.30471249413471,0.255706851268426,0.284836015624524,0.273397176129335,0.263067409704999
"MP15 EMT IV",0.243667604211168,0.273019999714131,0.242385958113836,0.251111315807445,0.214862330245419,0.241404474485396,0.243895505344957,0.230455691096292,0.169008145678852,0.203160758442268,0.247588774241296,0.241105900177715,0.263437829047151,0.254180437347834,0.244466449300336,0.218533364884803,0.246712109252786,0.225770615523641,0.258263599821491,0.271753441148304,0.301093131361578,0.209249768525503,0.197492611079966,0.316757165386344,0.259788234584116,0.260969032444545,0.261722614939197,0.261336691764908,0.313075807699088,0.301001018011336,0.193907337145979,0.254536185459113,0.231611078377344,0.229833131901553
"MP16 MES (glioma)",0.207895563517834,0.256501231664987,0.272994190024758,0.271288987173267,0.239262587242937,0.178568096144515,0.185898213463716,0.171618986302392,0.170052967814977,0.170428532328096,0.183040657385635,0.131016807872703,0.218651637865612,0.216036682466813,0.224231453489095,0.153319741474763,0.176523096828774,0.201650151158885,0.226506612423643,0.240561122930119,0.246465183692258,0.167290274823026,0.145433664265542,0.194134973065104,0.137776191542567,0.228416315206708,0.182780172681919,0.235237904178952,0.302781199069409,0.297583168489282,0.213036054193259,0.20517563667127,0.124652427872952,0.156770580624292
"MP17 Interferon/MHC-II (I)",0.222140577762848,0.257407096380895,0.213489375334353,0.253131259408552,0.166045391209147,0.306454422174946,0.303292837681484,0.277568612448525,0.179056407768198,0.33353083516839,0.265513224847286,0.260946578086316,0.266644583784322,0.328351466178977,0.341911444531532,0.261777018873089,0.26382357332139,0.195210347229998,0.238827150126277,0.253876167904552,0.231142462583511,0.214642506127222,0.326257480187611,0.294462017442367,0.336748404433994,0.271821620074895,0.262726427300663,0.198638636957414,0.240747738837259,0.258404713917814,0.0624930019034823,0.301785136665049,0.313637579467274,0.277000211498028
"MP18 Interferon/MHC-II (II)",0.29693856604337,0.316954677216686,0.313926056557061,0.300563580039563,0.289800507595267,0.288294361711392,0.280398176140534,0.291092045185932,0.248433203946304,0.319033889448737,0.263381915674492,0.255731441048035,0.301030897373692,0.320595242538474,0.347333414200226,0.263060003234676,0.271295985269784,0.270962409335772,0.284216026574105,0.321587417111435,0.302573588872716,0.248781553639632,0.26363617984797,0.33157447840854,0.297761231167345,0.297478974607796,0.294901342390425,0.299490538573508,0.337259265479789,0.345509243707934,0.233153248982943,0.313552047176501,0.262378855173615,0.271841059231889
"MP19 Epithelial Senescence",-0.151730489149975,-0.0553188280388297,-0.135212460618765,-0.138588430295976,-0.184100797679478,-0.187856106909769,-0.1934662189749,-0.148885442501874,-0.222328779227427,-0.146381649106343,-0.157763359150767,-0.13076017208914,-0.150699873858173,-0.137316347858941,-0.108955765047136,-0.148129048573744,-0.123676120194271,-0.213844674925808,-0.127442093588705,-0.16849760208652,-0.128837575639393,-0.202820976106178,-0.178785473580295,0.105854778459607,-0.0242388833706071,-0.164587662476158,-0.106429881597309,-0.0497407084661275,-0.0933586632622592,-0.0852638009518528,-0.203799794029287,-0.117621160139183,-0.140018951743134,-0.129792018330175
"MP20 MYC",0.324130836412496,0.347708978713346,0.361340493163637,0.386210173055151,0.357621393647594,0.301583746998594,0.284591591087224,0.312877119645679,0.334410262630787,0.334180103011981,0.328610395750134,0.302990364398661,0.337256155214671,0.351105388223292,0.359215404521081,0.28339336145013,0.279703031886438,0.31933247490016,0.290495651849364,0.286600822354097,0.301684053048682,0.351974707324052,0.347611005362097,0.307483919929335,0.327558348573632,0.321754593861581,0.307843155550579,0.378652228815984,0.338578795456525,0.348175518481195,0.318477151992436,0.299834222869157,0.323077234103435,0.30535572102166
"MP21 Respiration",0.256915726246815,0.286897524572261,0.291644521295959,0.331978522024026,0.281474335638879,0.310902803057881,0.24633509282854,0.300054605023662,0.286225882781216,0.296771933017838,0.27841918456498,0.283674008008737,0.304497633782308,0.286243174372042,0.315034583181653,0.24941754641427,0.239389333818711,0.286038405533309,0.242965962868584,0.240785402257008,0.276908445576993,0.280511467054969,0.299952675646159,0.275957408081543,0.27625591554423,0.28947306152166,0.264975427739352,0.310292136876593,0.289254641427011,0.297265198398253,0.272438114306516,0.285284856206771,0.277124135420459,0.271841099381143
"MP22 Secreted I",0.292713024296013,0.356533476334696,0.280514743968653,0.281856905198628,0.27330424555609,0.28428985807521,0.254325842011932,0.254958074600398,0.190136714584311,0.275178853267195,0.281914796375403,0.23965499905546,0.268539649362283,0.289462739410485,0.301882682006813,0.245519527607997,0.30698853145319,0.240213344220937,0.292072412721434,0.303457169669898,0.312798977459004,0.226312606260778,0.250671842340997,0.254290802615462,0.235684121364282,0.262496115197348,0.30372834412953,0.284372124484311,0.349016764066032,0.332568052601751,0.232423934040621,0.296651909494762,0.250546919275324,0.259153661464586
"MP23 Secreted II",0.0132544511216454,0.0436019558807061,0.00337725355529839,-0.0309029151580755,-0.013941995446232,0.0108200515098353,-0.00887163599716323,0.0447359187786943,-0.0868761897652197,0.0176342801687134,0.0124720988391623,0.0309887648837296,0.00533761337762684,-0.0180150050390056,0.0142189541263857,0.0403844574670599,0.0656414467545071,-0.058480086596245,0.0154313015564929,0.0360031353812847,0.0374304803852039,-0.0577559628233362,0.00711731551640482,0.264735172259341,0.169375536560785,0.00465081557239377,0.0610287036691426,0.0727804113321638,0.0614392893135755,0.0337374491433691,-0.0987697361054085,0.0294681049606211,0.027753350005599,0.0407032212310104
"MP24 Cilia",0.0371963468347023,0.0507867343993308,0.019326194828937,0.0269569195906978,0.0073842873048382,0.00593511723942919,-0.0208166014409228,0.0289814376631052,-0.0164916731630591,-0.00675984817096276,-0.0193566313276008,-0.0101235721845748,0.0128579479516236,0.00537449657049383,0.0095973153044534,-0.00944513281113463,-0.00420907321843395,-0.00442900146684289,-0.0115432875738576,-0.0135452237279016,0.00145506100063431,-0.0404775977551609,0.0129188209489511,0.00151887946557439,0.0226722460368733,0.0160341438605655,0.00927724115721529,0.0760009189858951,0.0085722925752616,0.0403774518563319,0.0199633976558006,0.0123140182658265,-0.0130533306365941,-0.00149433390213582
"MP25 Astrocytes",0.203143078416004,0.207351267122009,0.284368429564936,0.256703398897722,0.204040389902835,0.0999374836711081,0.170297123626818,0.151365717413752,0.20284449296458,0.145449215591137,0.166804295898182,0.133033814802374,0.2531678050237,0.169773043954267,0.164113139003969,0.166853282573807,0.177980256037025,0.21225771034723,0.161284352878239,0.245453569962304,0.1761304258575,0.176953868547755,0.115022269498252,0.254097774294281,0.171146226004305,0.234130649796589,0.205971086975454,0.231397504323268,0.247535892459473,0.241693259433434,0.259532185023451,0.126782181913186,0.18063486731609,0.163166063275234
"MP26 NPC Glioma",0.117569986294169,0.136239615410881,0.0786036569000046,0.0546748319328398,0.0641593306853392,-0.00881747104385072,-0.00855145404099678,0.00350507179282755,-0.0139845535440612,-0.00978148489896918,0.0315186473948598,0.0214274710597323,0.0619565510855876,0.00534178023342791,0.0308913237164878,0.000457390428787674,0.0134691952310695,0.00277531171634171,0.0334792324099235,0.014550733015807,0.0520416606448887,-0.00599054408814931,-0.00618350567529408,0.0529715290339692,0.0205770107312053,0.0356502487854538,0.0361521077281513,0.0535202387323932,0.0858901405363856,0.100170886146311,0.137465675865826,0.0437863986697562,0.020744561738973,0.0243179244638765
"MP27 Oligo Progenitor",0.102731279314249,0.0997656415232835,0.157620460568059,0.154067760235883,0.114421210764006,0.000652378108709994,0.0519849711989451,0.0404233381853469,0.0730321352592095,0.012900602147327,0.0904270705034897,0.00820176911879966,0.137399849463168,0.101201028875701,0.0968311063835081,0.0252810124535016,0.0115134239042536,0.1000875539631,-0.00808668930939671,0.112560494656564,-0.0101068065041864,0.0898827741076649,-0.0146477935779246,0.0976522163749238,0.0288757013647843,0.0897692494308214,0.0641982047549733,0.103309788626383,0.0821599858171911,0.0957899451349233,0.150004198857911,0.00930591323604424,0.0229071026014257,0.0222710533845906
"MP28 Oligo normal",0.166706961876405,0.141947313337173,0.192820691725419,0.161129996673617,0.188085058049441,0.0793731796165734,0.108379240124293,0.10958485116464,0.15195404723464,0.099029669714499,0.15181369009468,0.114182561639501,0.178866109024234,0.138814022732989,0.160696755559522,0.0901928490876786,0.0963782990012737,0.169388351168696,0.0885872607640946,0.125940108878198,0.0831465961365278,0.117324776686111,0.0788888257867707,0.18767940157557,0.126608630747138,0.168965657122922,0.15247896671183,0.152775095937756,0.182794486317207,0.168419643509091,0.168128382160851,0.0887422215371135,0.111431399433704,0.0997841907559003
"MP29 NPC/OPC",0.172174984136464,0.156469709977231,0.200983165988578,0.173476167369639,0.175366354372737,0.0861356425665335,0.0989989175469375,0.0820417304318615,0.14939569258333,0.0568317718636856,0.134273450039192,0.0894494419767833,0.153073793438095,0.132842372438505,0.116742189541264,0.0992139151207495,0.102278377066925,0.168542420962263,0.0977216229330745,0.140137359561047,0.0975215557463327,0.155108058676421,0.0685006158784667,0.114613116345041,0.0796424172296667,0.165324922548617,0.1190653577694,0.195078944421634,0.14775782912172,0.154306296890747,0.222703146579075,0.0900548691724833,0.0992922996528685,0.107309917509611
"MP30 PDAC-classical",-0.175770562031919,-0.192037220979763,-0.210055849751068,-0.210387962291516,-0.2439739855333,-0.215048963747936,-0.228237487888556,-0.176941334909598,-0.207494926904772,-0.200450484762433,-0.156148500009141,-0.179121394750794,-0.169211339358078,-0.215757368937423,-0.174429162527955,-0.189614170541313,-0.177760952096575,-0.226368973985533,-0.231621074825869,-0.219867642488467,-0.216513001139542,-0.23431377627193,-0.237361442038744,-0.0129706705017032,-0.103799641684085,-0.1613350924126,-0.144775168950829,-0.132627162540143,-0.157082376097647,-0.19820567821037,-0.193798331515347,-0.218292393099372,-0.171355598076794,-0.166405140736498
"MP31 Alveolar",-0.0162460923455676,-0.0216391124977909,-0.0334435804778764,-0.027553914967002,-0.0416747917441088,0.00818322252758974,0.0120238450710233,0.0603835442806564,-0.0669839001590484,0.0156123363050804,0.0392098463750983,0.025742530514744,0.0131054960055088,-0.016812054771147,0.0145558223289316,0.0262917349680989,0.0394345555481076,-0.0322895655724219,0.0285571081224367,0.0202695291314495,0.00580587564975232,-0.0281038811463671,0.0262216561751605,0.0816791183478468,0.100020718947477,0.0324190589941561,0.0523206744626784,0.000690123765242134,0.024208414330199,0.0287269730227117,-0.0460120596461935,0.0317525487352301,0.0388084167677223,0.029975441953431
"MP32 Skin-pigmentation",0.105578271917904,0.0920119316762238,0.277789288304154,0.288445835186867,0.252758971608948,0.136023698819629,0.202542184386445,0.150448504274806,0.314855637686547,0.174601312606261,0.24518817679356,0.12735068646748,0.282885997038409,0.277544012528869,0.263991383355373,0.0944890646613976,0.0491366597400381,0.238016526407517,0.0949384830074161,0.214867672957508,0.0863172680239608,0.188233161284819,0.0484031175922145,0.216229639063747,0.0667218664115392,0.23033604304666,0.142751262941725,0.202967227500137,0.179397901292497,0.170941980853255,0.113174203691629,0.0959767155593202,0.114241381831921,0.036215501428998
"MP33 RBCs",0.106253922888953,0.0766570587625913,0.119947471374336,0.107449832724968,0.104947562781458,0.130269620538571,0.0464447200199877,0.126107549618832,0.085393294373587,0.0764955728484287,0.111614950548747,0.116064953900342,0.0930059841195361,0.0881454104484433,0.0927949860147105,0.109869836259377,0.123926728051627,0.0821833809665998,0.0846269980073248,0.0652997239504939,0.105521904193149,0.069672792975058,0.0925855113619052,0.148241784023254,0.098192576522995,0.0946634999177336,0.103088951316567,0.125776960530405,0.106725431289267,0.113612196147495,0.0847168816765285,0.111690361423757,0.0833153058177586,0.100603439345281
"MP34 Platelet-activation",0.196678223817456,0.221546170365068,0.187539649960817,0.188290242801942,0.18765414717387,0.213942707290843,0.211139645889804,0.227428782733481,0.121769906400649,0.19692333266614,0.212969056916141,0.220357943731829,0.210727455922814,0.187849216499812,0.203286833329375,0.22643477729868,0.255467029891406,0.151067622902157,0.23589224709686,0.245163128844138,0.260817018187246,0.169569524404021,0.212137891962126,0.235768420481261,0.240276218165534,0.183671340414633,0.245904392282718,0.207262006941075,0.2375155631397,0.221418951239454,0.186887439910166,0.25160041660023,0.216794111959616,0.236806528546275
"MP35 Hemato-related-I",0.116990307452129,0.0980570435743792,0.0983722935747762,0.0866032249201552,0.0486422015725972,0.16186221430965,0.13866870798321,0.186040380586953,0.0169536209281532,0.14801980119398,0.132149306211775,0.177785912692425,0.155871670221501,0.126608211746358,0.13397092712087,0.153391756490418,0.184515745824327,0.0569816360919164,0.153336964928636,0.130758076990879,0.170358082708259,0.103274947233344,0.163805329551392,0.115687221178447,0.152297513415992,0.132212038579612,0.182456694814177,0.0936141625864158,0.124894585799615,0.132600343995718,0.00451752456488352,0.185937944188839,0.146666687842149,0.176117549340198
"MP36 IG",0.14970505968885,0.093634408077952,0.0748852840628638,-0.054634036355659,-0.0472963296993925,0.220988903175483,0.30884485774005,0.297789928154003,-0.118982364519412,0.278550252588345,0.21339830348383,0.253645620684822,0.211033905948166,0.196708886600325,0.207101114557498,0.244594030505603,0.253938123472739,0.133794888513781,0.119214690952523,0.245024405701367,0.205564713194923,0.156176683871518,0.275697588680142,0.227126891365683,0.266463184258475,0.172309279041566,0.249606949378736,0.0174001072510223,0.0962501751969824,0.199022248493306,-0.213546840055819,0.2832660983175,0.258454396987221,0.279460515170535
"MP37 Hemato-related-II",0.119461486296551,0.134857915157252,0.129894911372664,0.116282781632598,0.0852421707622698,0.18252022126262,0.122853798643393,0.17796299266746,0.0622964175847562,0.140388686574797,0.127075925223018,0.150680765303124,0.114218172058209,0.131148764648802,0.144092278519008,0.155712854100394,0.167759850966952,0.080624592041089,0.149939888098161,0.153082859134865,0.19519454180755,0.063597121616621,0.147607673359707,0.133997925861458,0.12788271111824,0.115427556820438,0.167188112930967,0.132701192232621,0.154053225634828,0.14080954929573,0.0792397154650375,0.185559167739999,0.137169483799962,0.154180278531713
"MP38 Glutathione",-0.0759339579041989,-0.0901797639674808,-0.0716157475713045,-0.113177132384354,-0.142477118567352,-0.131558510241258,-0.135687729390035,-0.101388211714595,-0.209538813865918,-0.110455818149189,-0.103445674563534,-0.0943328055344242,-0.0766144849831417,-0.11647097873611,-0.0922197570430979,-0.0887107148472427,-0.115459320044659,-0.117499313120276,-0.125296390586016,-0.109591064369762,-0.117477872943927,-0.142284951060812,-0.120498555567378,-0.0273330485230895,-0.0746261071468843,-0.121220374837809,-0.0848586298297968,-0.105517430863372,-0.109615680868534,-0.0871042897822472,-0.132233478755962,-0.136403196015621,-0.100379729345566,-0.11531162105203
"MP39 Metal-response",0.320067275034524,0.323044576319685,0.324349332537106,0.307512689881686,0.276067131962328,0.279553739160726,0.259609941651426,0.314029472872268,0.182029821221961,0.249525684569353,0.277658810136976,0.266669465905274,0.309275432637878,0.291114594608044,0.311136926311599,0.264295556053198,0.326804886848555,0.303513666504933,0.306032203685042,0.293710110849849,0.323077234103435,0.226551711267868,0.282576916856393,0.303456126600231,0.293035183319026,0.31327601114719,0.326273031513206,0.341371813533386,0.343653970564451,0.360005411861307,0.272556420209259,0.304706453178069,0.242680768608716,0.31088499483696
"MP40 PDAC-related",0.065758283008635,0.147032924845065,0.066842219121151,0.0913598942114917,0.0027338346506115,0.0195451276957483,0.0176271016020622,0.070755967361564,-0.044036142375732,0.0563319236323971,0.0699127366682714,0.0616769550459778,0.0333887362051419,0.0526946819336872,0.0842819361247037,0.0275600087750837,0.0554605090767272,0.0333034228919994,0.0547719087635054,0.0591030828575084,0.0745249876600387,0.0236378815485585,0.0489393727033961,0.174816119341137,0.127903699550886,0.0739346500021328,0.0948028957776004,0.0948272710099268,0.119402075551033,0.140034186263338,-0.00162247640172819,0.0814544091748375,0.0316740909561795,0.0356563945375105
